Participant ID,Game ID,Round 1,Round 2,Round 3,Disorder,Website Choice
150,2,Abnormal bone structure. Delayed skeletal maturation. Fatigue. Bone pain. Recurrent fractures,Hearing impairment. Tremor. Depressivity. Englarged spleen. Abnormality of the skeletal system,Increased bone mineral density. Low platelet count. Ataxia. Cranial nerve paralysis. Enlarged liver,Gaucher disease,2. Malady Help
151,0,Foot deformity. Bladder hernia. Tendon rupture. Osteoarthritis,Inflamed gums. Frequent joint dislocation. Abnormal anus or rectum,Thin skin. Vertigo. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
151,1,Vertigo. Corneal opacity. Hearing impairment. Anemia. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Behavioral abnormality. Arthritis. Fatigue. Anorexia. Nephrotic syndrome,Diabetes insipidus. Malabsorption. Corneal dystrophy. Renal insufficiency,Fabry disease,2. Malady Help
151,2,Abnormal bone structure. Delayed skeletal maturation. Difficulty swallowing. Anemia. Depressivity. Bleeding gums,Joint pain. Fever. Developmental regression. Elevated C-reactive protein level. High urine protein levels. Bilateral tonic-clonic seizure,Increased bone mineral density. Hydrocephalus (too much cerebrospinal fluid in the brain). Bone death due to lack of blood supply. Englarged spleen. Abnormality of the skeletal system,Gaucher disease,3. Google Custom
152,0,Sleep disturbance. Foot deformity. Prominent eye folds. Frequent joint dislocation. Nausea and vomiting. Depressivity. Fatigue,Umbilical hernia. Joint hyperflexibility. Joint pain. Soft skin. Muscle pain. Thin skin,Migraine. Inguinal hernia. Vertigo. Persistent blue hands/feet. Extra bones in the cranium. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
152,1,Short stature. Picture: Conjunctival telangiectasia. Congestive heart failure. Mini-stroke. Blood in urine. Fatigue,Corneal opacity. Progressive airflow obstruction. Picture: Subcutaneous nodule (skin lesion). Anemia. Breathing difficulties,Renal insufficiency. Kidney damage/Kidney disease. Nephrotic syndrome. Cataract. Abnormal aortic valve morphology,Fabry disease,1. Collaborative Filtering
152,2,Delayed skeletal maturation. Misalignment of the eyes. Bone pain. Joint pain. Abdominal pain,Depressivity. Fatigue. Dry scales on the skin. Anemia. Enlarged liver,Osteopenia: Decreased bone density. Englarged spleen. Low platelet count. Osteolysis: Breakdown of bone. Cranial nerve paralysis,Gaucher disease,2. Malady Help
153,0,Foot deformity. Drooping upper eyelid. Joint pain. Constipation,Joint hyperflexibility. Tendon rupture. Thin skin. Migraine,Bladder hernia. Malabsorption. Decreased nerve conduction velocity. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
153,1,Short stature. Joint pain. Chest pain. Muscle pain. Abdominal pain. Thickened skin,Breathing difficulties. Picture: Subcutaneous nodule (skin lesion). Fatigue. Blood in urine. Cognitive impairment. Mini-stroke,Abnormal renal tubule morphology. Kidney damage/Kidney disease. Optic atrophy. Emphysema. Malabsorption,Fabry disease,2. Malady Help
153,2,Abnormal bone structure. Delayed skeletal maturation. Joint stiffness. Abdominal pain. Fatigue. Involuntary movements,Recurrent fractures. Joint pain. Difficulty swallowing. Low platelet count. Abnormality of the skeletal system,Increased antibody level in blood. Bone death due to lack of blood supply. Scarring of liver caused by chronic liver disease. Ataxia. Bilateral tonic-clonic seizure,Gaucher disease,3. Google Custom
154,0,Gum abnormalities. Sleep disturbance. Thin skin. Dry eyes. Arrhythmia,Vertigo. Muscle pain. Inguinal hernia. Limitation of joint mobility. Unusual scars,Joint hyperflexibility. Scoliosis. Acid reflux. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
154,1,Spider veins. Lack of sweating. Behavioral abnormality. Picture: Angiokeratoma (small raised dark-red spot),Persistent swelling in arm/leg. Anorexia. Joint pain. Corneal dystrophy,Reduced bone mineral density. Malabsorption. Cataract,Fabry disease,3. Google Custom
154,2,Abnormal bone structure. Blood in urine. Difficulty with horizontal voluntary eye movements. Joint dislocation,Depressivity. Difficulty swallowing. Interstitial pulmonary abnormality. Generalized myoclonic seizures,Increased antibody level in blood. Englarged spleen. Ataxia,Gaucher disease,2. Malady Help
155,0,Small teeth. Flat feet. Joint hyperflexibility. Scoliosis. Malabsorption. Persistent blue hands/feet,Migraine. Arrhythmia. Vertigo. Genital hernia. Stretchy skin,Constipation. Frequent joint dislocation. Nausea and vomiting. Absent/small abdominal wall muscles. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
155,1,Mini-stroke. Seizure. Hearing impairment. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Picture: Angiokeratoma (small raised dark-red spot),Fatigue. Anemia. Congestive heart failure. Lack of sweating. Renal insufficiency,Kidney damage/Kidney disease. High urine protein levels. Malabsorption. Glomerulopathy (diseased blood vessels in the kidneys),Fabry disease,2. Malady Help
155,2,Feeding difficulties in infancy. Delayed puberty. Fatigue. Abdominal pain,Developmental regression. Difficulty swallowing. Depressivity. Generalized myoclonic seizures,Cherry red spot of the macula. Increased antibody level in blood. Bone death due to lack of blood supply. Osteopenia: Decreased bone density,Gaucher disease,1. Collaborative Filtering
156,0,Foot deformity. Sleep disturbance. Frequent joint dislocation. Persistent blue hands/feet. Constipation,Stretchy skin. Joint hyperflexibility. Dry eyes. Malabsorption,Fatigue. Osteoarthritis. Decreased fertility. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
156,1,Muscle pain. Chest pain. Behavioral abnormality. Fatigue. Mini-stroke,Anorexia. Picture: Angiokeratoma (small raised dark-red spot). Vision loss. Cognitive impairment. Arthritis,Blood in urine. Mitral regurgitation. Renal insufficiency. Abnormality of the endocardium. Abnormal renal tubule morphology,Fabry disease,2. Malady Help
156,2,Hydrops fetalis: prenatal swelling. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Difficulty with horizontal voluntary eye movements. Recurrent fractures. Abdominal pain,Fatigue. Double vision. Developmental regression. Bleeding gums. Hepatitis,Enlarged liver. Calcium deposits in the mitral valve. Abnormal myocardium morphology. Elevated C-reactive protein level. Interstitial pulmonary abnormality,Gaucher disease,1. Collaborative Filtering
157,0,Foot deformity. Prominent eye folds. Fatigue. Vertigo. Unusual scars,Frequent joint dislocation. Muscle pain. Constipation. Joint pain. Persistent blue hands/feet,Soft skin. Osteoarthritis. Inflamed gums. Migraine. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
157,1,Picture: thick lower lip. Joint pain. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Behavioral abnormality. Picture: Subcutaneous nodule (skin lesion). Muscle pain. Mini-stroke,Abdominal pain. Spider veins. Corneal opacity. Thickened skin. Hearing impairment. Blood in urine,Picture: Conjunctival telangiectasia. Cataract. Bundle branch block. Nephrotic syndrome. Malabsorption. High urine protein levels,Fabry disease,2. Malady Help
157,2,Feeding difficulties in infancy. Misalignment of the eyes. Dry scales on the skin. Abdominal pain. Joint pain. Fatigue,Depressivity. Corneal opacity. Difficulty swallowing. Englarged spleen. Increased antibody level in blood. Abnormality of the skeletal system,Enlarged ventricular system of the brain. Bone infection. Enlarged liver. Ataxia. Generalized myoclonic seizures,Gaucher disease,1. Collaborative Filtering
158,0,Sleep disturbance. Drooping upper eyelid. Arrhythmia. Persistent blue hands/feet,Abnormal anus or rectum. Joint pain. Vertigo. Genital hernia,Tendon rupture. Constipation. Muscle pain. Separation of layers of an artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
158,1,Delayed puberty. Mini-stroke. Nausea and vomiting. Picture: Conjunctival telangiectasia. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Corneal opacity,Behavioral abnormality. Chest pain. Anxiety. Hearing impairment. Spider veins. Cognitive impairment,Bundle branch block. Elevated or lowered cholesteral. Abnormality of the endocardium. Achalasia. Malabsorption. Glomerulopathy (diseased blood vessels in the kidneys),Fabry disease,3. Google Custom
158,2,Hydrops fetalis: prenatal swelling. Misalignment of the eyes. Joint stiffness. Depressivity. Bone pain. Recurrent fractures,Difficulty swallowing. Anemia. Changes in coordination and speed of movements. Developmental regression. Abdominal pain. Englarged spleen,Scarring of liver caused by chronic liver disease. Abnormal macular morphology. Low platelet count. Osteopenia: Decreased bone density. Enlarged liver,Gaucher disease,2. Malady Help
159,0,Sleep disturbance. Prominent eye folds. Dental abnormalities. Migraine. Nausea and vomiting. Joint pain,Dry eyes. Malabsorption. Persistent blue hands/feet. Soft skin. Abnormal anus or rectum. Constipation,Genital hernia. Menstrual abnormalities (frequency heaviness irregularity). Thin skin. Extra bones in the cranium. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
159,1,Developmental regression. Abdominal pain. Congestive heart failure. Muscle pain. Joint pain,Picture: Angiokeratoma (small raised dark-red spot). Picture: Conjunctival telangiectasia. Vertigo. Atrioventricular block,Mitral regurgitation. Kidney damage/Kidney disease. Corneal dystrophy. Emphysema,Fabry disease,3. Google Custom
159,2,Short stature. Hydrops fetalis: prenatal swelling. Fatigue. Blood in urine. Difficulty with horizontal voluntary eye movements,Involuntary movements. Fever. Abdominal pain. Low platelet count. Increased antibody level in blood,Englarged spleen. Abnormal pericardium morphology. Generalized myoclonic seizures. Pulmonary arterial hypertension: High blood pressure in lungs,Gaucher disease,1. Collaborative Filtering
160,0,Sleep disturbance. Foot deformity. Gum abnormalities. Joint hyperflexibility. Thin skin. Arrhythmia,Frequent joint dislocation. Tendon rupture. Constipation. Malabsorption. Fatigue. Migraine,Dry eyes. Soft skin. Vertigo. Decreased nerve conduction velocity. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
160,1,Picture: Subcutaneous nodule (skin lesion). Spider veins. Corneal opacity. Lack of sweating,Blood in urine. Mini-stroke. Picture: Angiokeratoma (small raised dark-red spot). Picture: Conjunctival telangiectasia,Bundle branch block. Emphysema. Diabetes insipidus,Fabry disease,1. Collaborative Filtering
160,2,Abnormal bone structure. Misalignment of the eyes. Changes in coordination and speed of movements. Recurrent fractures. Abdominal pain,Fatigue. Fever. Bone pain. Calcium deposits in the aortic valve. Generalized myoclonic seizures,Englarged spleen. Elevated C-reactive protein level. Abnormality of the skeletal system. Scarring of liver caused by chronic liver disease. Hydrocephalus (too much cerebrospinal fluid in the brain),Gaucher disease,3. Google Custom
161,0,Sleep disturbance. Gum abnormalities. Migraine. Frequent joint dislocation,Thin skin. Stretchy skin. Dry eyes. Joint hyperflexibility,Constipation. Depressivity. Joint pain. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
161,1,Picture: coarse facial features. Mini-stroke. Congestive heart failure. Muscle pain,Lack of sweating. Blood in urine. Picture: Conjunctival telangiectasia. Abdominal pain,Corneal opacity. High urine protein levels. Emphysema. Reduced bone mineral density,Fabry disease,3. Google Custom
161,2,Misalignment of the eyes. Short stature. Feeding difficulties in infancy. Fever. Anemia. Changes in coordination and speed of movements. Blood in urine,Depressivity. Joint pain. Abdominal pain. Hearing impairment. Recurrent fractures. Englarged spleen. Enlarged ventricular system of the brain,Abnormal heart valve morphology. Low platelet count. Ataxia. Bilateral tonic-clonic seizure. Hepatitis. Calcium deposits in the mitral valve,Gaucher disease,1. Collaborative Filtering
162,0,Foot deformity. Dental abnormalities. Stretchy skin. Fatigue. Frequent joint dislocation,Joint hyperflexibility. Migraine. Vertigo. Soft skin. Joint pain,Unusual scars. Muscle pain. Arrhythmia. Abnormal anus or rectum. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
162,1,Anemia. Anorexia. Lack of sweating. Joint pain. Cognitive impairment,Arthritis. Muscle pain. Nausea and vomiting. Cataract,Atrioventricular block. High urine protein levels. Elevated or lowered cholesteral. Abnormal aortic valve morphology,Fabry disease,1. Collaborative Filtering
162,2,Feeding difficulties in infancy. Delayed skeletal maturation. Difficulty swallowing. Developmental regression. Joint dislocation. Changes in coordination and speed of movements,Depressivity. Difficulty with horizontal voluntary eye movements. Limited eye movements. Bone pain. Scarring of liver caused by chronic liver disease. Osteolysis: Breakdown of bone,Ataxia. Bone death due to lack of blood supply. Englarged spleen. Bone infection. Low platelet count. Interstitial pulmonary abnormality,Gaucher disease,3. Google Custom
163,0,Sleep disturbance. Abnormal palate (roof of the mouth). Inflamed gums. Thin skin,Decreased fertility. Joint pain. Abnormal anus or rectum. Genital hernia,Tingling/pins and needles. Malabsorption. Migraine. Keratoconus,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
163,1,Hearing impairment. Depressivity. Mini-stroke. Joint pain,Picture: Angiokeratoma (small raised dark-red spot). Arthritis. Nausea and vomiting. Malabsorption,Abnormal renal tubule morphology. Corneal dystrophy. Optic atrophy. High urine protein levels,Fabry disease,2. Malady Help
163,2,Short stature. Misalignment of the eyes. Abdominal pain. Joint pain. Difficulty swallowing,Hearing impairment. Fatigue. Abnormal skin pigmentation. Englarged spleen,Enlarged ventricular system of the brain. Cherry red spot of the macula. Hepatitis. Retinopathy,Gaucher disease,3. Google Custom
164,0,Flat feet. Foot deformity. Fatigue. Muscle pain,Joint hyperflexibility. Stretchy skin. Malabsorption. Osteoarthritis,Nausea and vomiting. Persistent blue hands/feet. Decreased nerve conduction velocity. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
164,1,Mini-stroke. Picture: Angiokeratoma (small raised dark-red spot). Spider veins. Congestive heart failure. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Hearing impairment,Picture: Conjunctival telangiectasia. Increased urine output. Blurred vision. Anorexia. Chest pain. Developmental regression,Lack of sweating. Abnormal renal tubule morphology. High urine protein levels. Cataract. Corneal dystrophy. Mitral regurgitation,Fabry disease,3. Google Custom
164,2,Delayed puberty. Delayed skeletal maturation. Joint pain. Anemia. Osteoarthritis. Changes in coordination and speed of movements,Abnormal skin pigmentation. Depressivity. Bone pain. Low blood cell count. Pulmonary arterial hypertension: High blood pressure in lungs. Abnormality of the skeletal system,Osteolysis: Breakdown of bone. Calcium deposits in the mitral valve. Elevated C-reactive protein level. Bone death due to lack of blood supply. Osteopenia: Decreased bone density,Gaucher disease,2. Malady Help
165,0,Foot deformity. Sleep disturbance. Drooping upper eyelid. Bladder hernia. Vertigo. Stretchy skin. Fatigue,Nausea and vomiting. Frequent joint dislocation. Acid reflux. Depressivity. Genital hernia. Umbilical hernia,Thin skin. Persistent blue hands/feet. Muscle pain. Inguinal hernia. Separation of layers of an artery. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
165,1,Arthritis. Joint pain. Muscle pain. Hearing impairment. Vertigo,Persistent swelling in arm/leg. Spider veins. Breathing difficulties. Lack of sweating. Renal insufficiency,Malabsorption. Corneal dystrophy. Nephrotic syndrome. High urine protein levels,Fabry disease,2. Malady Help
165,2,Abnormal bone structure. Feeding difficulties in infancy. Fever. Difficulty swallowing. Developmental regression,Dry scales on the skin. Tremor. Joint dislocation. Low platelet count. Pulmonary arterial hypertension: High blood pressure in lungs,Osteopenia: Decreased bone density. Bone death due to lack of blood supply. Bilateral tonic-clonic seizure. Generalized myoclonic seizures,Gaucher disease,1. Collaborative Filtering
166,0,Gum enlargement. Flat feet. Depressivity. Malabsorption. Unusual scars,Migraine. Inguinal hernia. Persistent blue hands/feet. Breathing stops (episodes),Muscle pain. Joint pain. Dry eyes. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
166,1,Joint pain. Arthritis. Extreme thirst. Abdominal pain. Congestive heart failure,Mini-stroke. Lack of sweating. Developmental regression. Seizure,Kidney damage/Kidney disease. Emphysema. Glomerulopathy (diseased blood vessels in the kidneys). High urine protein levels,Fabry disease,1. Collaborative Filtering
166,2,Misalignment of the eyes. Delayed puberty. Abnormal bone structure. Joint pain. Depressivity. Developmental regression,Changes in coordination and speed of movements. Recurrent fractures. Breathing difficulties. Anemia. Generalized myoclonic seizures. Enlarged liver,Englarged spleen. Ataxia. Abnormality of the skeletal system. Bone death due to lack of blood supply. Bone infection. Low platelet count,Gaucher disease,3. Google Custom
167,0,Foot deformity. Sleep disturbance. Small teeth. Fatigue. Inflamed gums. Frequent joint dislocation,Joint pain. Menstrual abnormalities (frequency heaviness irregularity). Scoliosis. Malabsorption. Vertigo. Osteoarthritis,Migraine. Persistent blue hands/feet. Muscle pain. Stretchy skin. Poorly functioning veins. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
167,1,Picture: thick lower lip. Arthritis. Nausea and vomiting. Anorexia. Mini-stroke,Picture: Conjunctival telangiectasia. Increased urine output. Blood in urine. Corneal opacity. Anemia,Emphysema. High urine protein levels. High blood pressure. Renal insufficiency,Fabry disease,3. Google Custom
167,2,Feeding difficulties in infancy. Abdominal pain. Abnormal skin pigmentation. Changes in coordination and speed of movements. Difficulty swallowing. Joint dislocation,Fatigue. Recurrent fractures. Involuntary movements. Depressivity. Bone death due to lack of blood supply. Osteopenia: Decreased bone density,Enlarged ventricular system of the brain. Enlarged liver. Abnormality of the skeletal system. Hydrocephalus (too much cerebrospinal fluid in the brain). Englarged spleen,Gaucher disease,2. Malady Help
168,0,Small teeth. Sleep disturbance. Abnormality of the wrist. Joint hyperflexibility. Soft skin. Migraine,Depressivity. Persistent blue hands/feet. Arrhythmia. Frequent joint dislocation. Joint pain. Fatigue,Unusual scars. Stretchy skin. Picture: Subcutaneous nodule (skin lesion). Inguinal hernia. Extra bones in the cranium. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
168,1,Picture: thick lower lip. Thickened skin. Picture: Angiokeratoma (small raised dark-red spot). Vision loss. Spider veins. Abdominal pain,Developmental regression. Picture: Conjunctival telangiectasia. Mini-stroke. Cognitive impairment. Depressivity. Congestive heart failure,Mitral regurgitation. Elevated or lowered cholesteral. High urine protein levels. Renal insufficiency. Hypertrophic cardiomyopathy. Achalasia,Fabry disease,1. Collaborative Filtering
168,2,Delayed puberty. Feeding difficulties in infancy. Breathing difficulties. Difficulty swallowing. Bone pain,Depressivity. Joint dislocation. Anemia. Abnormal pericardium morphology. Generalized myoclonic seizures,Increased antibody level in blood. High urine protein levels. Enlarged liver. Replacement of normal lung tissues by fibroblasts and collagen,Gaucher disease,2. Malady Help
169,0,Sleep disturbance. Drooping upper eyelid. Inguinal hernia. Stretchy skin. Vertigo,Fatigue. Frequent joint dislocation. Joint pain. Nausea and vomiting,Malabsorption. Umbilical hernia. Persistent blue hands/feet. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
169,1,Spider veins. Hearing impairment. Arrhythmia. Thickened skin,Lack of sweating. Picture: Conjunctival telangiectasia. Congestive heart failure. Anemia,Abnormal renal tubule morphology. Cataract. Achalasia. Emphysema,Fabry disease,1. Collaborative Filtering
169,2,Hydrops fetalis: prenatal swelling. Abnormal bone structure. Abdominal pain. Joint pain. Changes in coordination and speed of movements,Fatigue. Limited eye movements. Breathing difficulties. Anemia. Hydrocephalus (too much cerebrospinal fluid in the brain),Generalized myoclonic seizures. Bilateral tonic-clonic seizure. Ataxia. Hepatitis. High urine protein levels,Gaucher disease,2. Malady Help
170,0,Foot deformity. Prominent eye folds. Migraine. Joint hyperflexibility. Thin skin,Persistent blue hands/feet. Osteoarthritis. Breathing stops (episodes). Joint pain. Stretchy skin,Vertigo. Limitation of joint mobility. Fatigue. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
170,1,Mini-stroke. Lack of sweating. Picture: Angiokeratoma (small raised dark-red spot). Congestive heart failure,Blood in urine. Fatigue. Spider veins. Progressive airflow obstruction,Renal insufficiency. Atrioventricular block. Reduced bone mineral density. Cataract,Fabry disease,1. Collaborative Filtering
170,2,Abnormal bone structure. Anemia. Fatigue. Breathing difficulties,Abdominal pain. Difficulty swallowing. Joint pain. Bilateral tonic-clonic seizure,Abnormality of the skeletal system. Generalized myoclonic seizures. High urine protein levels,Gaucher disease,3. Google Custom
171,0,Foot deformity. Abnormality of the wrist. Fatigue. Soft skin,Depressivity. Vertigo. Frequent joint dislocation. Migraine,Nausea and vomiting. Stretchy skin. Joint pain. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
171,1,Picture: coarse facial features. Hearing impairment. Muscle pain. Anemia. Breathing difficulties. Lack of sweating. Congestive heart failure. Mini-stroke,Arrhythmia. Arthritis. Abdominal pain. Corneal opacity. Picture: Subcutaneous nodule (skin lesion). Nausea and vomiting. Joint pain. Anorexia,Elevated or lowered cholesteral. Abnormality of femur morphology. Cataract. Malabsorption. Renal insufficiency. High urine protein levels. Kidney damage/Kidney disease,Fabry disease,2. Malady Help
171,2,Delayed skeletal maturation. Difficulty swallowing. Corneal opacity. Joint dislocation. Osteoarthritis,Bone pain. Developmental regression. Double vision. Englarged spleen. Pulmonary arterial hypertension: High blood pressure in lungs,Osteopenia: Decreased bone density. Abnormal heart valve morphology. Abnormality of the skeletal system. Increased bone mineral density. Bone infection,Gaucher disease,1. Collaborative Filtering
172,0,Prominent eye folds. Gum abnormalities. Foot deformity. Genital hernia. Dry eyes. Decreased fertility,Vertigo. Persistent blue hands/feet. Joint pain. Muscle pain. Constipation. Tendon rupture,Joint hyperflexibility. Scoliosis. Widening of main artery. Decreased nerve conduction velocity. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
172,1,Delayed puberty. Joint pain. Picture: Subcutaneous nodule (skin lesion). Fatigue. Picture: Conjunctival telangiectasia,Anemia. Congestive heart failure. Abdominal pain. Picture: Angiokeratoma (small raised dark-red spot). Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Hearing impairment. Elevated or lowered cholesteral. Kidney damage/Kidney disease. Malabsorption. Nephrotic syndrome,Fabry disease,3. Google Custom
172,2,Delayed puberty. Delayed skeletal maturation. Abdominal pain. Joint dislocation. Joint stiffness. Decreased muscle tone,Fever. Depressivity. Difficulty swallowing. Bone pain. Elevated C-reactive protein level. Englarged spleen,Abnormal macular morphology. Osteopenia: Decreased bone density. Abnormality of the skeletal system. Ataxia. Pulmonary arterial hypertension: High blood pressure in lungs,Gaucher disease,2. Malady Help
173,0,Gum enlargement. Abnormality of the wrist. Arrhythmia. Migraine. Fatigue,Decreased fertility. Muscle pain. Stretchy skin. Depressivity. Constipation,Joint pain. Persistent blue hands/feet. Tingling/pins and needles. Absent/small abdominal wall muscles. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
173,1,Picture: coarse facial features. Spider veins. Mini-stroke. Muscle pain. Picture: Subcutaneous nodule (skin lesion). Nausea and vomiting,Behavioral abnormality. Lack of sweating. Hearing impairment. Increased urine output. Fever. Congestive heart failure,Renal insufficiency. Optic atrophy. Diabetes insipidus. Abnormal myocardium morphology. Mitral regurgitation,Fabry disease,3. Google Custom
173,2,Abnormal bone structure. Delayed puberty. Fatigue. Depressivity,Abnormal skin pigmentation. Fever. Bone death due to lack of blood supply. Abnormal macular morphology,Generalized myoclonic seizures. Osteopenia: Decreased bone density. Low platelet count,Gaucher disease,2. Malady Help
174,0,Prominent eye folds. Small teeth. Migraine. Fatigue. Vertigo. Arrhythmia,Joint pain. Decreased fertility. Muscle pain. Limitation of joint mobility. Osteoarthritis. Thin skin,Bladder hernia. Persistent blue hands/feet. Umbilical hernia. Scoliosis. Extra bones in the cranium. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
174,1,Picture: thick lower lip. Abdominal pain. Nausea and vomiting. Picture: Angiokeratoma (small raised dark-red spot). Arthritis. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Congestive heart failure. Anemia. Behavioral abnormality. Corneal opacity. Fatigue,Corneal dystrophy. Malabsorption. Bundle branch block. Renal insufficiency. Mitral regurgitation,Fabry disease,2. Malady Help
174,2,Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Difficulty with horizontal voluntary eye movements. Fever. Depressivity. Bone pain,Difficulty swallowing. Increased bone mineral density. Low platelet count. Pulmonary arterial hypertension: High blood pressure in lungs,Englarged spleen. Ataxia. Scarring of liver caused by chronic liver disease. Abnormality of the skeletal system,Gaucher disease,3. Google Custom
175,0,Sleep disturbance. Small teeth. Menstrual abnormalities (frequency heaviness irregularity). Stretchy skin. Muscle pain,Persistent blue hands/feet. Frequent joint dislocation. Nausea and vomiting. Thin skin. Joint hyperflexibility,Arrhythmia. Abnormal anus or rectum. Separation of layers of an artery. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
175,1,Nausea and vomiting. Lack of sweating. Anorexia. Blood in urine,Picture: Angiokeratoma (small raised dark-red spot). Mini-stroke. Spider veins. Hearing impairment,Hypertrophic cardiomyopathy. Renal insufficiency. Atrioventricular block. Sensorineural hearing impairment,Fabry disease,3. Google Custom
175,2,Misalignment of the eyes. Feeding difficulties in infancy. Abnormal skin pigmentation. Bone pain. Fatigue,Changes in coordination and speed of movements. Abdominal pain. Bleeding gums. Englarged spleen,Bone death due to lack of blood supply. Enlarged liver. Low blood cell count. Increased bone mineral density,Gaucher disease,1. Collaborative Filtering
176,0,Foot deformity. Abnormal palate (roof of the mouth). Vertigo. Fatigue. Joint pain. Frequent joint dislocation,Nausea and vomiting. Limitation of joint mobility. Stretchy skin. Persistent blue hands/feet. Osteoarthritis. Constipation,Malabsorption. Depressivity. Muscle pain. Keratoconus. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
176,1,Joint pain. Nausea and vomiting. Hearing impairment. Chest pain. Spider veins,Increased urine output. Anemia. Blurred vision. Thickened skin,High urine protein levels. Bundle branch block. Abnormal renal tubule morphology. Malabsorption,Fabry disease,2. Malady Help
176,2,Hydrops fetalis: prenatal swelling. Abnormal bone structure. Fever. Developmental regression. Limited eye movements,Bone pain. Double vision. Cranial nerve paralysis. Ataxia. Abnormality of the skeletal system,Calcium deposits in the mitral valve. Enlarged ventricular system of the brain. Englarged spleen. Scarring of liver caused by chronic liver disease,Gaucher disease,1. Collaborative Filtering
177,0,Foot deformity. Gum abnormalities. Flat feet. Constipation. Depressivity. Soft skin,Dry eyes. Joint pain. Thin skin. Arrhythmia. Osteoarthritis. Frequent joint dislocation,Tingling/pins and needles. Muscle pain. Malabsorption. Umbilical hernia. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
177,1,Picture: thick lower lip. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Spider veins. Joint pain. Anorexia. Anemia,Behavioral abnormality. Hearing impairment. Muscle pain. Thickened skin. Arthritis,Kidney damage/Kidney disease. Abnormal aortic valve morphology. Emphysema. Bundle branch block. Renal insufficiency,Fabry disease,2. Malady Help
177,2,Feeding difficulties in infancy. Hydrops fetalis: prenatal swelling. Joint pain. Anemia. Depressivity. Involuntary movements,Hearing impairment. Osteopenia: Decreased bone density. Retinopathy. Enlarged liver. Interstitial pulmonary abnormality,Osteolysis: Breakdown of bone. Bilateral tonic-clonic seizure. Scarring of liver caused by chronic liver disease. Low platelet count. Abnormal heart valve morphology,Gaucher disease,1. Collaborative Filtering
178,0,Flat feet. Sleep disturbance. Frequent joint dislocation. Osteoarthritis,Constipation. Thin skin. Joint hyperflexibility. Picture: Subcutaneous nodule (skin lesion),Limitation of joint mobility. Vertigo. Muscle pain. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
